Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
2d75f7b9-bc83-4634-a0f7-d2cc388cfabd,2016-10-25,,999-98-5070,,,,Thalia561,Fritsch593,,,,white,nonhispanic,F,Braintree  Massachusetts  US,545 Steuber Quay,Holland,Massachusetts,Hampden County,,42.008440918945794,-72.21153769788503,92520.0,1688.2399999999998
88f25103-2c6c-4412-b21a-89b823c86eb3,1945-04-18,,999-23-3275,S99933830,X72878549X,Ms.,Geri861,Rosenbaum794,,,S,white,nonhispanic,F,Norwood  Massachusetts  US,944 Russel Heights Unit 85,Westfield,Massachusetts,Hampden County,,42.11756956014361,-72.78577490702709,1418624.44,12556.38
61a343a7-cc8d-43b9-8682-d6ca0bf1b94d,1989-07-21,,999-89-1383,S99919481,X72123845X,Mrs.,Jerilyn993,Okuneva707,,O'Hara248,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,836 Hamill Knoll,Becket,Massachusetts,Berkshire County,,42.25927555175291,-73.07744763645864,748821.18,4239.599999999999
45f4b8f9-40cc-4eff-b54b-68e8c063a4e9,1994-06-12,,999-52-6414,S99992882,X43269786X,Ms.,Latesha830,Dietrich576,,,,white,nonhispanic,F,Beverly  Massachusetts  US,1010 Lehner Bay,Boston,Massachusetts,Suffolk County,,42.38100355333198,-71.04826729238799,521260.09,4477.08
c811060e-f631-40c7-8368-e388d0c192a0,1959-04-03,,999-54-7694,S99928458,X77780184X,Mrs.,Zenobia558,Rath779,,Emmerich580,M,black,nonhispanic,F,Haverhill  Massachusetts  US,242 Quigley Wynd,Boston,Massachusetts,Suffolk County,02132,42.346455282020955,-71.08501666084398,1409598.2,10073.239999999998
f04a3355-1536-4883-9d0b-e8f7d9eb1043,1915-05-24,2002-01-10,999-52-7520,S99910745,X51214802X,Mrs.,Cathleen724,Eichmann909,,Gulgowski816,M,native,nonhispanic,F,Stoneham  Massachusetts  US,980 Durgan Stravenue Apt 25,Southborough,Massachusetts,Worcester County,,42.33093921447805,-71.56114351643022,1390602.87,24838.18
f9e1e715-2b0c-4793-a5b5-fc34e04fd673,1958-07-15,2005-02-08,999-46-9423,S99924096,X77612391X,Mrs.,April374,Stokes453,,Bednar518,M,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,902 Crooks Estate Apt 38,Medford,Massachusetts,Middlesex County,,42.44476712972601,-71.11814220586899,883247.3,30920.119999999995
79bc53dc-4f83-4493-a5a6-4555ac34b957,1966-04-02,,999-64-9566,S99980582,X26611379X,Mrs.,Gabriela205,Urbina137,,Alba338,M,white,hispanic,F,Marigot  Saint Andrew Parish  DM,222 O'Hara Course Suite 75,Chester,Massachusetts,Hampden County,01011,42.303370963331886,-72.96607793684953,1232348.36,7146.839999999999
9d066e3a-f8c4-4fee-9c49-0cfcd48ca907,2008-11-02,,999-65-8124,,,,Becky854,Wilderman619,,,,white,nonhispanic,F,Dracut  Massachusetts  US,338 Ritchie Mill,Worcester,Massachusetts,Worcester County,01604,42.239706799419004,-71.80161875307587,35652.5,3274.7999999999997
20e1aa54-b1ce-4596-ab44-04035ea385bb,1948-12-30,,999-26-1769,S99982179,X54742125X,Mrs.,Shauna908,Schultz619,,Legros616,M,white,nonhispanic,F,Swansea  Massachusetts  US,299 Ortiz Highlands,Lawrence,Massachusetts,Essex County,01840,42.749524090817985,-71.1891693256379,1353775.7,14191.659999999998
d26989fa-1898-45a1-b866-08d0f83ed92c,1956-03-20,,999-98-8603,S99981646,X34893128X,Mrs.,Calista635,Schinner682,,Friesen796,M,white,nonhispanic,F,Dracut  Massachusetts  US,1090 Little Boulevard,Waltham,Massachusetts,Middlesex County,02452,42.34398024254866,-71.17850372168681,1457811.32,12164.029999999999
c32a5aa3-039f-4217-957d-d36911a3c104,2009-12-24,,999-27-7487,,,,Kaylee703,McDermott739,,,,white,nonhispanic,F,Raynham  Massachusetts  US,216 Quitzon Rapid,Weston,Massachusetts,Middlesex County,,42.37776863105211,-71.31061786553171,227199.96,2724.8399999999997
86dfcd38-7d6f-428e-aaca-c00b26763cf4,1985-06-01,,999-48-8190,S99962423,X42165186X,Mrs.,Janey243,Stoltenberg489,,Davis923,M,white,nonhispanic,F,Quincy  Massachusetts  US,146 Jaskolski Approach Apt 62,Dedham,Massachusetts,Norfolk County,,42.2245844705185,-71.154543680383,771267.75,4302.079999999999
ca8f08aa-78af-4aeb-b9c5-1cfb75ac7284,1944-06-16,2020-03-13,999-67-9268,S99923293,X63866380X,Mrs.,Dusti191,Bode78,,Wolf938,M,white,nonhispanic,F,Medford  Massachusetts  US,1099 Mueller Common,Lowell,Massachusetts,Middlesex County,01854,42.68234269664345,-71.32773323120085,1433537.3900000001,13981.439999999999
2000a2e6-7628-4c35-8c1e-a3b6058fca37,1968-01-14,,999-71-7686,S99969026,X40445856X,Ms.,Ilene33,Kuhn96,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,311 Bergstrom Highlands,Williamsburg,Massachusetts,Hampshire County,,42.4312932907136,-72.71973632089998,1103854.54,9660.889999999998
df042e9a-bed6-4d48-b3dd-ce1d7def7305,1958-07-15,,999-14-5745,S99990217,X15614290X,Mrs.,Shakia673,Moore224,,Adams676,M,asian,nonhispanic,F,Delhi  Delhi  IN,583 Smith Boulevard,Medford,Massachusetts,Middlesex County,02145,42.43347777257959,-71.07168012167953,883627.92,12023.759999999998
468e922f-8947-4174-aee7-9fe6151d0fc0,1969-05-04,,999-73-4975,S99974897,X66942333X,Mrs.,Petronila724,Beer512,,Wisoky380,M,white,nonhispanic,F,Salem  Massachusetts  US,351 Mitchell Lock Apt 14,Boston,Massachusetts,Suffolk County,02152,42.34539661752198,-71.0078767581765,1086140.52,8912.439999999999
bbb04d0e-b895-4f36-8065-2570d3bfb076,1946-04-04,,999-18-5600,S99948075,X6775506X,Mrs.,Mammie808,Lakin515,,Klocko335,M,white,nonhispanic,F,Manchester-by-the-Sea  Massachusetts  US,931 Macejkovic Light Suite 96,Wilbraham,Massachusetts,Hampden County,01095,42.18229025803114,-72.41061594902405,1397046.91,16518.3
ea022506-663d-4a6f-8666-61e64c4c9680,2004-11-02,,999-95-7883,,,,Lorilee250,Satterfield305,,,,white,nonhispanic,F,Boston  Massachusetts  US,341 Lockman Rest Apt 94,Brockton,Massachusetts,Plymouth County,02351,42.123549013124794,-71.00389641284589,325252.81,5520.279999999999
933a253c-b3af-4a9a-9621-65d1643c86ee,1915-05-24,2006-09-04,999-75-7407,S99951965,X7837077X,Mrs.,Young120,Block661,,Smitham825,M,native,nonhispanic,F,Chicopee  Massachusetts  US,673 Lang Trace Apt 55,Southborough,Massachusetts,Worcester County,,42.307736583628405,-71.51416647943812,1381653.79,21316.739999999998
289281b1-45c4-42e6-aef2-99df86f9f89b,1981-07-16,,999-52-5528,S99912182,X12392028X,Ms.,Mertie42,Buckridge80,,,S,white,nonhispanic,F,Sheffield  Massachusetts  US,388 Kulas Gateway,Worcester,Massachusetts,Worcester County,,42.24974962353771,-71.8084456772654,812094.4,11835.97
f26ba7aa-e977-4784-9367-9a855c0a4a8d,2001-10-14,,999-59-6157,S99915124,,Ms.,Shirly501,Walker122,,,,white,nonhispanic,F,Chelmsford  Massachusetts  US,840 Bergnaum Gardens Suite 49,Dennis,Massachusetts,Barnstable County,,41.689060226742775,-70.21449920215899,7452.349999999999,0.0
3feedf01-4d25-48b0-95a8-e7f1beefb157,1995-10-13,,999-80-6788,S99966558,X14660020X,Ms.,Mardell937,Maggio310,,,,white,nonhispanic,F,Harvard  Massachusetts  US,828 Haag Ferry Unit 25,Marlborough,Massachusetts,Middlesex County,01752,42.34277367379718,-71.5070458899963,512805.06,2913.8799999999997
58e576ce-cd1e-4818-a53a-b0e13c349d25,1944-06-16,2017-06-28,999-60-9732,S99940221,X84202679X,Mrs.,Beryl690,Conn188,,Grimes165,M,white,nonhispanic,F,Peabody  Massachusetts  US,1011 Brekke Park Apt 88,Lowell,Massachusetts,Middlesex County,01852,42.6150227676644,-71.31336498857388,1487878.1300000001,19810.94
f452923f-0cce-4071-9277-8c518e661ef5,1974-02-24,,999-30-6879,S99973909,X30467671X,Mrs.,Rosina706,Block661,,Kerluke267,M,white,nonhispanic,F,New Bedford  Massachusetts  US,560 Bartell Approach Apt 43,Somerville,Massachusetts,Middlesex County,02143,42.345064905870935,-71.04844392680708,1021065.89,9654.289999999997
005a4cfd-5eae-4ab8-9355-6951c9fc1966,2013-03-23,,999-61-4595,,,,Catherina275,Langworth352,,,,black,nonhispanic,F,Framingham  Massachusetts  US,468 Dietrich View Suite 5,Boston,Massachusetts,Suffolk County,02115,42.251957968629796,-71.05270689513081,178534.73,3863.0399999999995
d98dc4a0-f219-4fe1-9ff9-8ae2f77271df,1964-07-04,,999-67-1225,S99962782,X61634454X,Mrs.,Wanita14,Lebsack687,,Veum823,M,white,nonhispanic,F,North Reading  Massachusetts  US,139 Marks Orchard Unit 69,New Bedford,Massachusetts,Bristol County,02745,41.69346661380296,-70.97146198275583,17053.39,829.9199999999997
97970674-713e-4541-b210-56bc6b4c90ab,1989-07-10,,999-22-2592,S99917362,X55411268X,Mrs.,Vanetta255,Block661,,Rosenbaum794,M,asian,nonhispanic,F,Worcester  Massachusetts  US,644 Smith Skyway,Watertown,Massachusetts,Middlesex County,,42.377727205117765,-71.15786343500298,98728.19,6791.879999999999
28a1ac74-397b-4523-b862-18354b10b9d9,1982-05-06,,999-74-1122,S99925900,X80170128X,Ms.,Merrilee429,Kessler503,,,S,asian,nonhispanic,F,Busan  Busan  KR,510 Brekke Byway,Charlton,Massachusetts,Worcester County,,42.09800455853011,-71.96780402969547,865442.13,6892.8499999999985
4f12427b-330d-47e5-9616-acd5e6136a7f,2007-05-05,,999-68-2978,,,,Virgil85,Olson653,,,,white,nonhispanic,F,Boston  Massachusetts  US,171 Shanahan Gardens,Shirley,Massachusetts,Middlesex County,01464,42.56450070353222,-71.67541213454828,333757.87,3394.7999999999997
c49c60a3-2a4c-42c1-8f3c-3a735d5ae47d,1948-05-31,2015-06-28,999-90-4796,S99932887,X21130642X,Mrs.,Lavonia8,Beier427,,Renner328,M,white,nonhispanic,F,Worcester  Massachusetts  US,1025 Hyatt Harbor Unit 72,Falmouth,Massachusetts,Barnstable County,,41.611218912430346,-70.67401842164067,1498608.38,193355.33000000002
8318aa92-07e2-4391-8f11-ced60959612c,1944-06-16,,999-64-1552,S99980991,X82617117X,Mrs.,Ayesha583,Klocko335,,Jenkins714,M,white,nonhispanic,F,Boston  Massachusetts  US,835 Stokes Mews,Lowell,Massachusetts,Middlesex County,01851,42.69216634738138,-71.32136002691077,1386458.73,12731.969999999998
4e64b1c5-fdd0-4c47-abc6-b1d10e7d1379,1915-05-24,2014-12-02,999-27-3792,S99948478,X69801196X,Mrs.,Larhonda769,Ryan260,,Bogisich202,M,native,nonhispanic,F,New Bedford  Massachusetts  US,499 Toy Burg,Southborough,Massachusetts,Worcester County,,42.25321706091756,-71.49369279563962,1496087.99,23670.359999999997
10415384-681a-49ec-88d6-cea34ee84625,2005-11-19,,999-39-8140,,,,Jannie509,Dooley940,,,,asian,nonhispanic,F,Fitchburg  Massachusetts  US,718 Gorczany Arcade,Boston,Massachusetts,Suffolk County,02136,42.40008244376316,-71.16830527031188,317762.0,3437.2799999999997
084d4774-a6e0-4b44-b3ff-a76285ff5410,1982-08-14,,999-95-5313,S99991237,X81964289X,Mrs.,Tonisha838,Hegmann834,,Murphy561,M,white,hispanic,F,Bourne  Massachusetts  US,619 Kris Mission Unit 59,Brookline,Massachusetts,Norfolk County,02446,42.37198936769595,-71.16749141722681,769988.97,11260.759999999998
a5914ad5-fe27-4c7e-8118-d13e28b416bf,2006-03-11,,999-83-9884,,,,Carly657,Thompson596,,,,white,hispanic,F,Westwood  Massachusetts  US,868 Barton Manor,Springfield,Massachusetts,Hampden County,01103,42.093450916963775,-72.48109807617033,30105.769999999997,2362.64
6ef04c8c-5395-46b5-89b3-581d26637527,1983-12-04,,999-76-2593,S99973819,X8997035X,Mrs.,Marylin690,Tillman293,,Breitenberg711,M,white,nonhispanic,F,Berlin  Berlin  DE,855 Luettgen Trace Apt 45,Brockton,Massachusetts,Plymouth County,,42.07689119028313,-70.93097887415763,832698.48,6805.74
045a8bc1-8bfd-4630-a8f2-db7281501db0,1981-10-16,,999-88-2364,S99927967,X46393754X,Mrs.,Belen306,Zulauf375,,Anderson154,M,black,nonhispanic,F,East Bridgewater  Massachusetts  US,226 Kassulke Meadow,Boston,Massachusetts,Suffolk County,02215,42.37240513342226,-71.09820513350098,951612.85,7361.429999999999
5c206c34-8e42-4e5a-84d3-6cb5a8a510ab,1946-01-26,,999-64-7972,S99996033,X56726807X,Mrs.,Tiana543,Haag279,,Feest103,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,422 O'Connell Wynd,Wareham,Massachusetts,Plymouth County,,41.75678705979988,-70.68542187536966,1512777.52,72259.75000000001
57636d40-2208-473c-88be-a97f26849232,2011-06-10,,999-97-8025,,,,Elissa919,Streich926,,,,white,nonhispanic,F,Boston  Massachusetts  US,939 Schulist Mission Apt 92,Acushnet,Massachusetts,Bristol County,,41.67345421184797,-70.92667815660323,27788.47,774.9599999999999
50fbb247-52bf-4b80-8cb3-345e526eb20c,2015-07-29,2016-07-23,999-20-6094,,,,Jan231,Graham902,,,,white,nonhispanic,F,Fall River  Massachusetts  US,927 Hane Gateway Unit 65,Gardner,Massachusetts,Worcester County,01440,42.5510002949206,-71.98053243328877,26311.32,774.9599999999999
dff38f5a-9e68-4967-a7da-b2d033ed9a1f,1992-11-27,,999-35-4340,S99997872,X30507296X,Mrs.,Sabrina514,MacGyver246,,Koelpin146,M,white,nonhispanic,F,Framingham  Massachusetts  US,296 Raynor Road Suite 73,Marlborough,Massachusetts,Middlesex County,01752,42.37183934984675,-71.51502955106712,589440.72,4342.919999999999
e47df018-49ee-4d1b-ac6a-bb4d67cd27db,2015-07-29,,999-59-1255,,,,Frances376,Mante251,,,,white,nonhispanic,F,Sterling  Massachusetts  US,792 Lueilwitz Mill,Gardner,Massachusetts,Worcester County,,42.55028539682282,-71.95001455431886,129929.16,1679.08
a86f4524-8d34-4b24-94ba-fa400e7c2cdd,1967-10-23,,999-80-5539,S99955638,X61631649X,Mrs.,Lonnie913,Shanahan202,,Gusikowski974,M,white,nonhispanic,F,Westford  Massachusetts  US,951 Armstrong Byway,Swampscott,Massachusetts,Essex County,,42.447551280586694,-70.91925967812139,1129944.43,8220.88
28629aa4-6403-43be-b1d9-2f7dba70e033,1948-05-31,,999-54-7677,S99963938,X51783311X,Mrs.,Nicol381,Gislason620,,Orn563,M,white,nonhispanic,F,Brookline  Massachusetts  US,241 Mayert Heights,Falmouth,Massachusetts,Barnstable County,,41.56986037415284,-70.64298406882595,1421406.44,17663.659999999996
c250eaab-2f3c-423f-b4e0-96f551fa805a,2000-04-04,,999-99-9281,S99910390,X51459214X,Ms.,Marjory382,Goodwin327,,,,white,nonhispanic,F,Amherst  Massachusetts  US,179 Pfeffer Heights,Taunton,Massachusetts,Bristol County,02718,41.93635233372557,-71.07973607551912,449337.82,4351.49
f2f3d126-445f-4d5e-9849-456afb22c487,1946-01-04,2012-01-18,999-29-4029,S99963508,X11407010X,Mrs.,Eulah395,Stokes453,,Grady603,M,black,nonhispanic,F,Belmont  Massachusetts  US,201 Bauch Knoll Apt 26,Southwick,Massachusetts,Hampden County,,42.04582445139793,-72.75203729673727,1454805.34,22689.539999999997
d54ade6e-0913-4b6a-843e-588205809230,1974-05-16,,999-50-1310,S99916162,X61575470X,Mrs.,Altha90,Fay398,,Hansen121,M,white,nonhispanic,F,Acton  Massachusetts  US,243 Barrows Ramp,Northborough,Massachusetts,Worcester County,01532,42.294469455685956,-71.61603575584462,1095561.14,6109.44
784acd25-f853-4e3c-a45a-425719b5d15f,1991-04-09,,999-68-1045,S99927950,X77279136X,Mrs.,Tanika746,Kessler503,,Streich926,M,white,nonhispanic,F,Freetown  Massachusetts  US,418 Wisozk Ferry,Malden,Massachusetts,Middlesex County,02155,42.43123206091008,-71.15150578291116,665428.69,4473.759999999999
b3f8d27a-9fcc-4fdc-afea-077ebdef56f4,2011-04-09,,999-21-8610,,,,Latosha740,Hayes766,,,,white,nonhispanic,F,Wareham  Massachusetts  US,420 Abbott Approach Suite 19,Taunton,Massachusetts,Bristol County,02767,41.90497743471693,-71.07719961092545,28170.3,2739.8399999999997
0a16166f-dd34-46f7-b274-d7c2f42013c4,1941-11-21,,999-29-8453,S99959816,X40267167X,Mrs.,Hedwig986,Rippin620,,Stroman228,M,black,nonhispanic,F,Sandwich  Massachusetts  US,916 Auer Highlands,Boston,Massachusetts,Suffolk County,02129,42.34202684634987,-71.07025632142422,1524814.73,13670.339999999998
be6ddc20-593d-4391-af67-b3c744c7a066,1960-12-22,2012-06-17,999-56-3978,S99971712,X75417049X,Mrs.,Dreama246,Bashirian201,,Abernathy524,M,black,nonhispanic,F,Boston  Massachusetts  US,437 Jacobson Wall,Boston,Massachusetts,Suffolk County,02134,42.2914148198149,-71.06888362208882,1239452.86,12282.47
0c07ce70-2741-4691-b149-450b4203618c,1990-11-16,,999-68-5063,S99948257,X37096833X,Ms.,Andera917,O'Connell601,,,S,asian,nonhispanic,F,Leominster  Massachusetts  US,413 Schmeler Village Unit 57,Wilmington,Massachusetts,Middlesex County,,42.57137271758904,-71.13411337305676,744215.02,13459.659999999998
4f00d636-b450-4190-9915-34ffc28c2f0f,1984-05-20,,999-79-9069,S99918829,X79793338X,Mrs.,Debera99,Robel940,,Schuppe920,M,asian,nonhispanic,F,Natick  Massachusetts  US,672 Osinski Wall Unit 94,Quincy,Massachusetts,Norfolk County,02170,42.28271537139071,-70.9962908145984,778778.92,8920.999999999998
3d0bdfba-8808-4710-85ac-f92df1c11748,1955-12-20,,999-31-8584,S99956151,X83288288X,Mrs.,Colby655,Maggio310,,Gleason633,M,white,nonhispanic,F,Haverhill  Massachusetts  US,768 Bruen Street,Southbridge,Massachusetts,Worcester County,,42.01082082375344,-72.02448955798076,1634305.8,6528.61
91d184bd-c693-47ec-a4a0-63419a2b7a10,1946-01-04,,999-18-3387,S99913909,X38425314X,Mrs.,Sommer719,Reichel38,,Heller342,M,black,nonhispanic,F,Boston  Massachusetts  US,542 Abernathy Annex Unit 93,Southwick,Massachusetts,Hampden County,,42.01397925512351,-72.79535877223,1578389.94,13286.81
3152a821-b25b-4d69-9601-f0825338b4e6,1915-05-24,1985-05-19,999-57-9441,S99965895,X49394351X,Mrs.,Sonya602,Stark857,,Rutherford999,M,native,nonhispanic,F,Watertown  Massachusetts  US,130 Schuppe Hollow,Southborough,Massachusetts,Worcester County,,42.28131493140899,-71.52318345486626,1716254.7300000002,50369.44999999999
0de4895f-d12d-4004-8549-4f95d537829f,1965-06-22,1969-08-19,999-60-4667,,,,Ileana390,Trantow673,,,,asian,nonhispanic,F,Templeton  Massachusetts  US,887 White Center,Wilmington,Massachusetts,Middlesex County,,42.545044970279505,-71.19261253588165,111018.20999999999,1175.7199999999998
23882ece-fae8-4753-a9ef-688ee6bade90,1948-05-10,1999-01-04,999-97-9676,S99956863,X78755713X,Mrs.,Suzanna632,Leuschke194,,Leuschke194,M,white,nonhispanic,F,Bourne  Massachusetts  US,579 Berge Arcade,Weymouth,Massachusetts,Norfolk County,02191,42.18789346956954,-70.99239481517137,1018897.22,14144.839999999998
fb69d543-da5d-471e-a600-6e0dfa85041c,1989-01-29,,999-41-6556,S99982273,X65149812X,Mrs.,Shira43,Block661,,Pagac496,M,white,nonhispanic,F,Boston  Massachusetts  US,938 Christiansen Harbor Unit 18,Boston,Massachusetts,Suffolk County,02129,42.36436276360099,-71.16151009343389,689262.51,7720.119999999998
6b11db70-57dc-4cf8-8d0d-8618c6949ffa,1953-06-24,,999-73-9678,S99987839,X11200545X,Mrs.,Li461,Tremblay80,,Ziemann98,M,white,nonhispanic,F,Foxborough  Massachusetts  US,746 Farrell Common,Quincy,Massachusetts,Norfolk County,02170,42.22142663282032,-70.98293076753474,1429120.7,12345.199999999997
e1e593d3-1f4a-43cd-9e46-40d6f24263c5,1970-05-26,,999-58-4152,S99973923,X35707941X,Mrs.,Priscilla527,Parisian75,,Wiza601,M,white,nonhispanic,F,New Bedford  Massachusetts  US,565 Hyatt Harbor,Lowell,Massachusetts,Middlesex County,01851,42.64874227843103,-71.39364859463728,1140561.85,7740.459999999999
72908fec-56ea-45de-9525-07dc1f24be6f,2008-03-15,,999-53-7747,,,,Mozelle144,Torphy630,,,,white,nonhispanic,F,Boston  Massachusetts  US,433 Carter Run,Holbrook,Massachusetts,Norfolk County,02368,42.134377329730256,-70.97059143044298,296798.73,3225.64
0e6a0b4c-5367-4aa9-9421-0b133314a013,1960-12-22,1996-04-28,999-20-5690,S99965421,X30631987X,Mrs.,Sana377,Reinger292,,Nader710,M,black,nonhispanic,F,Westfield  Massachusetts  US,681 Hilpert Flat Apt 17,Boston,Massachusetts,Suffolk County,02118,42.38670369969,-71.06084679632589,795585.75,22347.689999999995
fcb567f0-1e40-4c08-bb52-a61881606134,2006-04-14,,999-54-5993,,,,Ericka421,White193,,,,black,nonhispanic,F,Norwood  Massachusetts  US,550 Hickle Crossing,Stoughton,Massachusetts,Norfolk County,,42.106605146999996,-71.13006144288136,43943.24,4284.719999999999
b69abd19-61f6-4015-a40a-e9cfe8069a76,1948-05-10,2015-09-14,999-76-7347,S99924737,X56847076X,Ms.,Catherin804,Gislason620,,,S,white,nonhispanic,F,Andover  Massachusetts  US,115 Wuckert Hollow Suite 33,Weymouth,Massachusetts,Norfolk County,02190,42.18300450315787,-70.96354829554517,1456905.93,15608.629999999997
0af38cd6-07f5-484b-9269-2df51c8c1a3b,1965-06-22,,999-52-9367,S99992362,X19366996X,Mrs.,Tory770,Abernathy524,,Rosenbaum794,M,asian,nonhispanic,F,Somerset  Massachusetts  US,768 Turner Club Unit 78,Wilmington,Massachusetts,Middlesex County,01887,42.58560015408612,-71.13008990860278,1329407.56,11130.349999999999
2cdb9964-5498-499a-9e64-d2045e7bb341,1966-04-27,,999-68-1933,S99913910,X5096573X,Ms.,Charolette797,Kilback373,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,735 Jacobson Way,Quincy,Massachusetts,Norfolk County,02170,42.27893562988244,-70.99986050661413,1325147.27,135202.37999999998
68a71fb3-1e61-4a3d-a735-2406d949cab9,1952-05-17,,999-39-3192,S99923685,X39539138X,Mrs.,Contessa946,Willms744,,Larson43,M,white,nonhispanic,F,Boston  Massachusetts  US,1093 Powlowski Plaza Suite 80,Dedham,Massachusetts,Norfolk County,02026,42.231245244379075,-71.2517438096986,1473284.37,12548.55
98407a24-2fa7-47b4-878e-366e4f82057a,1915-05-24,,999-58-5599,S99942461,X86024752X,Ms.,Leslie90,Thompson596,,,S,native,nonhispanic,F,Cambridge  Massachusetts  US,285 Jones Junction,Southborough,Massachusetts,Worcester County,,42.340491416430865,-71.51831635674827,1489797.85,32366.899999999998
c007be32-c64c-4548-9bcb-568b6e66e972,1918-01-20,1990-01-04,999-11-9372,S99972223,X557617X,Mrs.,Natashia109,Abshire638,,Pacocha935,M,white,nonhispanic,F,Harvard  Massachusetts  US,592 Johnston Gate Suite 37,Dover,Massachusetts,Norfolk County,02030,42.21968506135117,-71.29774029928137,1449936.74,16544.939999999995
6f6c9ae5-bbf7-4c26-9d7e-fb38be865533,1973-08-13,,999-93-5777,S99930075,X27979793X,Mrs.,Graciela518,Laureano185,,Aponte375,M,white,hispanic,F,Panama City  Panama  PA,512 Wilkinson Course,Worcester,Massachusetts,Worcester County,01607,42.25753540119666,-71.85798037062335,153016.69,20700.149999999998
0efd7213-5f9c-4713-ae65-1e1fe51344a7,1955-01-30,,999-81-9604,S99911883,X8814045X,Mrs.,Shin962,Wolf938,,Considine820,M,white,nonhispanic,F,Duxbury  Massachusetts  US,126 Fahey Rue Suite 44,Milford,Massachusetts,Worcester County,,42.11040055276091,-71.48464959716819,208855.78,31640.489999999998
533ba69b-38c5-4a02-8675-f3238d012663,1956-05-29,,999-65-9598,S99968236,X19458487X,Mrs.,María842,Robledo967,,Báez684,M,asian,hispanic,F,Carolina  Puerto Rico  PR,1098 Murray Light Unit 84,Revere,Massachusetts,Suffolk County,02151,42.44721502382709,-70.99110182694594,1497436.65,43621.52
799671f3-01bb-4a72-8979-a4d9524134b4,1991-04-12,,999-13-9721,S99986086,X45952201X,Mrs.,Renea551,Jacobi462,,Grimes165,M,black,nonhispanic,F,Springfield  Massachusetts  US,135 Berge Walk Unit 42,Boston,Massachusetts,Suffolk County,02110,42.31953578196639,-71.08805357221775,669519.93,5780.49
9e6500cd-bd17-46e5-9d03-634c7591135c,1985-09-02,,999-93-3671,S99958991,X79016454X,Ms.,Princess223,Mohr916,,,S,asian,nonhispanic,F,Quincy  Massachusetts  US,264 Ondricka Gateway,Bellingham,Massachusetts,Norfolk County,,42.03968540379608,-71.48678568902076,809376.4,12329.98
83f5621d-1578-4926-8542-2032d92ded32,1970-11-13,,999-35-8235,S99971896,X67568171X,Ms.,Vernie449,Kuvalis369,,,S,white,nonhispanic,F,Newton  Massachusetts  US,875 Halvorson Esplanade Suite 43,Malden,Massachusetts,Middlesex County,02148,42.43716466406846,-71.02982919660212,1091612.19,9540.26
5a366d8e-7c6d-478b-8c7f-2547f8088371,1987-07-28,,999-51-7376,S99931941,X21711420X,Mrs.,Ardelia466,Wilkinson796,,Gleichner915,M,white,nonhispanic,F,Hull  Massachusetts  US,736 Bergnaum Spur,Yarmouth,Massachusetts,Barnstable County,,41.66612055325687,-70.22146840688532,881061.55,2648.12
de4b8a77-4124-4ba8-8cec-05011e488c85,1948-05-10,,999-56-9385,S99923200,X19328167X,Mrs.,Ernestina649,Gleason633,,Stroman228,M,white,nonhispanic,F,Worcester  Massachusetts  US,916 Hansen Extension Apt 70,Weymouth,Massachusetts,Norfolk County,02191,42.239847397290966,-70.90905532334088,1520558.0,19295.149999999998
1efaa613-6be5-4157-b4d8-08ac8add1e41,1960-12-22,,999-83-5314,S99948627,X27188219X,Mrs.,Apryl870,Hoeger474,,Boyle917,M,black,nonhispanic,F,Cambridge  Massachusetts  US,585 Schinner Frontage road Unit 2,Boston,Massachusetts,Suffolk County,02129,42.35578232801796,-71.05925286943018,716353.75,4837.329999999999
15b9e7df-5330-4b33-887a-86c2c2717c52,2004-11-03,,999-94-6764,,,,Sylvie540,Kub800,,,,white,nonhispanic,F,Lynn  Massachusetts  US,981 Conn Meadow Unit 69,Framingham,Massachusetts,Middlesex County,,42.3217492399676,-71.38844036782595,396073.8,3154.7999999999997
06c502b4-1cd2-4b3d-b7bd-b0c99b58dcf0,1918-01-20,2005-07-24,999-74-4838,S99946287,X74233037X,Mrs.,Odessa199,Welch179,,Wiegand701,M,white,nonhispanic,F,Longmeadow  Massachusetts  US,173 Hand Forge Unit 89,Dover,Massachusetts,Norfolk County,02030,42.24953524139415,-71.28777097536779,1529242.6500000001,19804.969999999998
78049984-804b-48f8-856c-267d9c5f4682,1993-01-16,,999-20-2916,S99914735,X13233003X,Mrs.,Lakiesha286,Gusikowski974,,Mosciski958,M,white,nonhispanic,F,Brookline  Massachusetts  US,508 Cummerata Passage Suite 95,Medford,Massachusetts,Middlesex County,02155,42.38239258652408,-71.07425206769847,607802.3200000001,5731.329999999999
